Date,SPX Index,USGG10YR Index,CL1 Comdty,lbustruu index,MXEF Index,JPY Curncy,GC1 Comdty,SPX Volume
12/7/12,1418.07,1.62,85.93,1846.72,1024.06,82.49,1704,2636410688
12/14/12,1413.58,1.7,86.73,1844.08,1042.82,83.52,1695.8,2619020448
12/21/12,1430.15,1.76,88.66,1842.75,1043.03,84.24,1659.1,3809567584
12/28/12,1402.43,1.7,90.8,1846.24,1055.18,85.96,1655.9,1406398432
1/4/13,1466.47,1.9,93.09,1836.38,1077.9,88.15,1648.9,2301365024
1/11/13,1472.05,1.87,93.56,1839.47,1073.04,89.18,1660.6,2510138656
1/18/13,1485.98,1.84,95.56,1840.16,1080.74,90.1,1687,2952349120
1/25/13,1502.96,1.95,95.88,1833.16,1069.12,90.91,1656.6,2145440128
2/1/13,1513.17,2.01,97.77,1829.97,1072.82,92.77,1669.4,2899198752
2/8/13,1517.93,1.95,95.72,1833.16,1060.87,92.68,1666,2683743872
2/15/13,1519.79,2,95.86,1832.38,1066.52,93.5,1608.8,2680893600
2/22/13,1515.6,1.96,93.13,1834.73,1053.39,93.42,1572.4,2236080160
3/1/13,1518.2,1.84,90.68,1842.17,1053.13,93.59,1572.3,2935446688
3/8/13,1551.18,2.04,91.95,1830.28,1065.94,96,1576.9,2449741376
3/15/13,1560.7,1.99,93.45,1835.18,1042.24,95.28,1592.6,3227685408
3/22/13,1556.89,1.93,93.71,1839.33,1015.47,94.46,1606.1,2528967168
3/29/13,1569.19,1.85,97.23,1842.14,1034.9,94.22,1594.8,1996225024
4/5/13,1553.28,1.71,92.7,1856.81,1008.13,97.57,1575.4,2473844256
4/12/13,1588.85,1.72,91.29,1856.14,1019.61,98.37,1501,2522019040
4/19/13,1555.25,1.7,88.01,1857.46,1011.17,99.52,1395.3,3324195776
4/26/13,1582.24,1.66,93,1861.17,1022.36,98.05,1453.6,2740096928
5/3/13,1614.42,1.74,95.61,1855.84,1042.26,98.99,1464.2,2598331104
5/10/13,1633.7,1.9,96.04,1848.36,1050.74,101.62,1436.6,2373961088
5/17/13,1667.47,1.95,96.02,1844.56,1045.76,103.21,1364.7,2746410176
5/24/13,1649.6,2.01,94.15,1840.35,1026.68,101.31,1386.6,2682903296
5/31/13,1630.74,2.13,91.97,1827.58,1008.88,100.45,1392.6,2413361920
6/7/13,1643.38,2.17,96.03,1822.74,980.64,97.56,1383,2905164352
6/14/13,1626.73,2.13,97.85,1826.38,953.68,94.31,1387.3,2360946496
6/21/13,1592.43,2.53,93.69,1793.27,900.54,97.9,1291.6,3804091072
6/28/13,1606.28,2.49,96.56,1799.31,940.33,99.14,1223.7,3394561248
7/5/13,1631.89,2.74,103.22,1780.68,917.58,101.2,1212.7,1761216224
7/12/13,1680.19,2.58,105.95,1794.43,945.36,99.22,1277.6,2872079168
7/19/13,1692.09,2.48,108.05,1806.84,950.47,100.65,1292.9,2635187840
7/26/13,1691.65,2.56,104.7,1803.45,961.53,98.21,1321.5,2379741024
8/2/13,1709.67,2.6,106.94,1801.89,955.35,98.94,1310.6,2567559072
8/9/13,1691.42,2.58,105.97,1804.5,951.37,96.21,1312.9,2099684800
8/16/13,1655.83,2.83,107.46,1783.98,958.11,97.53,1371.7,2324723840
8/23/13,1663.5,2.81,106.42,1784.68,932.76,98.72,1395.7,2174956096
8/30/13,1632.97,2.78,107.65,1792.56,929.54,98.17,1395.8,2244278176
9/6/13,1655.17,2.93,110.53,1777.13,955.73,99.11,1386.2,1951443648
9/13/13,1687.99,2.88,108.21,1782.81,986.84,99.38,1308.4,2216323936
9/20/13,1709.91,2.73,104.67,1800.23,1013.17,99.36,1332.6,3310578624
9/27/13,1691.75,2.62,102.87,1809.9,999.88,98.24,1338.4,2325479808
10/4/13,1690.5,2.64,103.84,1808.5,1007.92,97.48,1309.7,2416904320
10/11/13,1703.2,2.69,102.02,1808.78,1023.21,98.58,1268,2503962688
10/18/13,1744.5,2.58,100.81,1818.79,1042.06,97.72,1314.4,2628576576
10/25/13,1759.77,2.51,97.85,1825.69,1027.27,97.42,1352.4,2603289056
